2025-12-01T09:34:29,159438,guardians+of+the+galaxy+2014,4.0
2025-12-01T09:34:29,248758,the+shawshank+redemption+1994,5.0
2025-12-01T09:34:30,515222,the+godfather+1972,4.0
2025-12-01T09:34:30,314672,the+godfather+1972,5.0
2025-12-01T09:34:30,903850,howls+moving+castle+2004,4.0
2025-12-01T09:34:30,205658,mulan+1998,3.0
2025-12-01T09:34:30,773784,spirited+away+2001,4.0
2025-12-01T09:34:30,948655,guardians+of+the+galaxy+2014,4.0
2025-12-01T09:34:30,939180,howls+moving+castle+2004,3.0
2025-12-01T09:34:32,444830,howls+moving+castle+2004,5.0
2025-12-01T09:34:32,892036,run_+man_+run+1968,3.0
2025-12-01T09:34:32,1234,the+dark+knight+2008,5.0
2025-12-01T09:34:33,222644,the+shawshank+redemption+1994,5.0
2025-12-01T09:34:33,177555,drole+de+drame+1937,3.0
2025-12-01T09:34:33,78946,the+lion+king+1994,4.0
2025-12-01T09:34:34,946623,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,3.0
2025-12-01T09:34:34,193649,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4.0
2025-12-01T09:34:34,335979,the+day+the+earth+stood+still+1951,4.0
2025-12-01T09:34:35,938930,up+2009,4.0
2025-12-01T09:34:35,35262,up+2009,5.0
2025-12-01T09:34:35,163226,the+godfather+1972,5.0
2025-12-01T09:34:35,862664,coraline+2009,4.0
2025-12-01T09:34:35,287497,the+right+stuff+1983,5.0
2025-12-01T09:34:35,336632,interstellar+2014,5.0
2025-12-01T09:34:36,160076,bomber+2009,4.0
2025-12-01T09:34:36,758103,whiplash+2014,4.0
2025-12-01T09:34:36,421653,inception+2010,5.0
2025-12-01T09:34:36,264263,my+joy+2010,4.0
2025-12-01T09:34:37,281995,the+shawshank+redemption+1994,4.0
2025-12-01T09:34:37,49678,rec+2007,5.0
2025-12-01T09:34:37,37726,star+wars+1977,5.0
2025-12-01T09:34:37,577334,inception+2010,5.0
2025-12-01T09:34:37,487669,inception+2010,5.0
2025-12-01T09:34:38,912291,my+neighbor+totoro+1988,4.0
2025-12-01T09:34:38,926447,the+shawshank+redemption+1994,5.0
2025-12-01T09:34:38,226132,the+poker+house+2008,5.0
2025-12-01T09:34:38,251983,leon+the+professional+1994,5.0
2025-12-01T09:34:39,495523,triangle+2007,4.0
2025-12-01T09:34:39,192239,star+wars+1977,5.0
2025-12-01T09:34:39,919258,the+dark+knight+2008,3.0
2025-12-01T09:34:39,140922,raiders+of+the+lost+ark+1981,5.0
2025-12-01T09:34:39,985469,iron+man+2008,3.0
2025-12-01T09:34:39,891277,fitzwilly+1967,3.0
2025-12-01T09:34:39,989119,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,3.0
2025-12-01T09:34:39,760017,outpost+black+sun+2012,4.0
2025-12-01T09:34:39,186433,charlie+and+the+chocolate+factory+2005,3.0
2025-12-01T09:34:39,936905,the+shawshank+redemption+1994,5.0
2025-12-01T09:34:40,581564,monty+python+and+the+holy+grail+1975,4.0
2025-12-01T09:34:40,564184,the+hunger+games+mockingjay+-+part+1+2014,3.0
2025-12-01T09:34:40,288978,up+2009,3.0
2025-12-01T09:34:40,400916,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4.0
2025-12-01T09:34:40,382242,the+dark+knight+2008,3.0
2025-12-01T09:34:41,952664,roger+dodger+2002,4.0
2025-12-01T09:34:41,994528,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4.0
2025-12-01T09:34:41,799281,millers+crossing+1990,4.0
2025-12-01T09:34:41,178181,say+anything...+1989,5.0
2025-12-01T09:34:42,752304,my+neighbor+totoro+1988,4.0
2025-12-01T09:34:42,833799,young+mr.+lincoln+1939,3.0
2025-12-01T09:34:42,953172,spirited+away+2001,4.0
2025-12-01T09:34:43,341529,die+nibelungen+siegfried+1924,4.0
2025-12-01T09:34:43,112376,shes+the+man+2006,2.0
2025-12-01T09:34:43,940581,howls+moving+castle+2004,4.0
2025-12-01T09:34:43,646407,lilya+4-ever+2002,4.0
2025-12-01T09:34:44,51231,one+flew+over+the+cuckoos+nest+1975,4.0
2025-12-01T09:34:44,517078,the+dark+knight+2008,3.0
2025-12-01T09:34:44,909330,iron+man+2008,4.0
2025-12-01T09:34:44,197292,ratatouille+2007,3.0
2025-12-01T09:34:45,654814,dumb+and+dumber+1994,3.0
2025-12-01T09:34:45,267262,star+wars+1977,5.0
2025-12-01T09:34:45,81561,walker+1987,3.0
2025-12-01T09:34:45,180395,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5.0
2025-12-01T09:34:45,667199,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5.0
2025-12-01T09:34:46,642464,monty+python+and+the+holy+grail+1975,3.0
2025-12-01T09:34:46,216337,dirty+dancing+1987,4.0
2025-12-01T09:34:47,116321,the+mouse+that+roared+1959,5.0
2025-12-01T09:34:47,750858,the+great+debaters+2007,5.0
2025-12-01T09:34:47,967699,the+dark+knight+2008,5.0
2025-12-01T09:34:47,681467,iron+man+2008,3.0
2025-12-01T09:34:48,387109,the+shawshank+redemption+1994,4.0
2025-12-01T09:34:48,573405,fight+club+1999,5.0
2025-12-01T09:34:48,11980,little+criminals+1995,4.0
2025-12-01T09:34:48,201752,the+dark+knight+rises+2012,4.0
2025-12-01T09:34:49,662394,guardians+of+the+galaxy+2014,4.0
2025-12-01T09:34:49,523728,the+dark+knight+2008,5.0
2025-12-01T09:34:50,220352,hercules+1997,4.0
2025-12-01T09:34:50,754753,monty+python+and+the+holy+grail+1975,4.0
2025-12-01T09:34:51,435120,interstellar+2014,4.0
2025-12-01T09:34:51,220102,coraline+2009,4.0
2025-12-01T09:34:52,533718,whiplash+2014,4.0
2025-12-01T09:34:53,726152,whiplash+2014,4.0
2025-12-01T09:34:53,768790,the+terminator+1984,4.0
2025-12-01T09:34:53,387164,howls+moving+castle+2004,4.0
2025-12-01T09:34:54,603240,the+other+woman+2010,3.0
2025-12-01T09:34:54,265193,no+god_+no+master+2014,3.0
2025-12-01T09:34:54,390026,whiplash+2014,4.0
2025-12-01T09:34:54,327826,the+godfather+1972,5.0
2025-12-01T09:34:55,210163,interstellar+2014,5.0
2025-12-01T09:34:55,644646,iron+man+2008,4.0
2025-12-01T09:34:55,87417,the+shawshank+redemption+1994,5.0
2025-12-01T09:34:55,207723,the+shawshank+redemption+1994,4.0
2025-12-01T09:34:55,973024,10+things+i+hate+about+you+1999,4.0
2025-12-01T09:34:55,186520,interstellar+2014,5.0
2025-12-01T09:34:56,78070,wide+awake+1998,4.0
2025-12-01T09:34:56,717260,my+neighbor+totoro+1988,4.0
2025-12-01T09:34:56,104253,monty+python+and+the+holy+grail+1975,4.0
2025-12-01T09:34:56,484290,monty+python+and+the+holy+grail+1975,5.0
2025-12-01T09:34:57,694856,up+2009,4.0
2025-12-01T09:34:57,302024,batman+begins+2005,3.0
2025-12-01T09:34:57,148590,inception+2010,4.0
2025-12-01T09:34:57,256680,the+hobbit+the+battle+of+the+five+armies+2014,4.0
2025-12-01T09:34:58,177086,raiders+of+the+lost+ark+1981,5.0
2025-12-01T09:34:58,204768,the+city+of+lost+children+1995,4.0
2025-12-01T09:34:58,280226,paradise+alley+1978,3.0
2025-12-01T09:34:58,815740,gone+girl+2014,3.0
2025-12-01T09:34:58,329777,monty+python+and+the+holy+grail+1975,4.0
2025-12-01T09:34:59,453217,howls+moving+castle+2004,4.0
2025-12-01T09:34:59,724653,howls+moving+castle+2004,4.0
2025-12-01T09:34:59,282568,indiana+jones+and+the+temple+of+doom+1984,4.0
2025-12-01T09:35,206722,whiplash+2014,4.0
2025-12-01T09:35,44301,interstellar+2014,4.0
2025-12-01T09:35:01,341015,star+wars+1977,5.0
2025-12-01T09:35:01,464838,the+three+faces+of+eve+1957,4.0
2025-12-01T09:35:01,182938,forrest+gump+1994,5.0
2025-12-01T09:35:01,447247,star+wars+1977,3.0
2025-12-01T09:35:02,332051,howls+moving+castle+2004,5.0
2025-12-01T09:35:02,859951,the+rise+2012,3.0
2025-12-01T09:35:02,806038,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4.0
2025-12-01T09:35:02,98774,all+the+presidents+men+1976,4.0
2025-12-01T09:35:02,460457,the+godfather+1972,5.0
2025-12-01T09:35:03,983420,whiplash+2014,3.0
2025-12-01T09:35:03,214043,the+hunchback+of+notre+dame+1996,4.0
2025-12-01T09:35:04,421204,the+brave+1997,4.0
2025-12-01T09:35:04,985395,the+godfather+1972,5.0
2025-12-01T09:35:04,298457,one+flew+over+the+cuckoos+nest+1975,4.0
2025-12-01T09:35:04,135339,interstellar+2014,5.0
2025-12-01T09:35:04,146623,howls+moving+castle+2004,4.0
2025-12-01T09:35:05,981543,magic++bird+a+courtship+of+rivals+2010,3.0
2025-12-01T09:35:05,697844,the+godfather+1972,4.0
2025-12-01T09:35:05,923093,howls+moving+castle+2004,4.0
2025-12-01T09:35:05,81585,the+shawshank+redemption+1994,3.0
2025-12-01T09:35:06,392,the+dark+knight+2008,5.0
2025-12-01T09:35:06,143567,alien+1979,3.0
2025-12-01T09:35:07,233269,star+wars+1977,5.0
2025-12-01T09:35:07,110937,whiplash+2014,5.0
2025-12-01T09:35:07,953645,spirited+away+2001,4.0
